Tanggal;Harga
2024-01-12;116550
2024-01-13;116200
2024-01-14;116870
2024-01-15;116970
2024-01-16;116510
2024-01-17;116060
2024-01-18;116360
2024-01-19;116540
2024-01-20;116940
2024-01-21;115230
2024-01-22;116730
2024-01-23;116590
2024-01-24;116340
2024-01-25;116410
2024-01-26;116440
2024-01-27;116190
2024-01-28;116800
2024-01-29;116010
2024-01-30;116070
2024-01-31;116600
2024-02-01;116550
2024-02-02;116840
2024-02-03;116670
2024-02-04;116950
2024-02-05;116690
2024-02-06;116720
2024-02-07;116760
2024-02-08;116500
2024-02-09;115570
2024-02-10;118120
2024-02-11;117170
2024-02-12;116760
2024-02-13;116620
2024-02-14;116720
2024-02-15;116600
2024-02-16;116600
2024-02-17;117060
2024-02-18;116830
2024-02-19;116670
2024-02-20;116430
2024-02-21;117290
2024-02-22;116880
2024-02-23;116540
2024-02-24;116840
2024-02-25;117280
2024-02-26;117080
2024-02-27;117070
2024-02-28;116660
2024-02-29;116670
2024-03-01;116960
2024-03-02;116880
2024-03-03;116690
2024-03-04;116950
2024-03-05;116720
2024-03-06;116810
2024-03-07;116930
2024-03-08;116890
2024-03-09;117030
2024-03-10;116670
2024-03-11;116700
2024-03-12;117190
2024-03-13;116920
2024-03-14;117020
2024-03-15;117650
2024-03-16;116860
2024-03-17;116960
2024-03-18;117200
2024-03-19;117170
2024-03-20;116690
2024-03-21;116240
2024-03-22;116700
2024-03-23;116930
2024-03-24;117110
2024-03-25;117260
2024-03-26;117500
2024-03-27;117370
2024-03-28;117430
2024-03-29;117470
2024-03-30;117950
2024-03-31;116740
2024-04-01;117460
2024-04-02;118250
2024-04-03;119080
2024-04-04;119680
2024-04-05;119910
2024-04-06;120220
2024-04-07;121020
2024-04-08;123320
2024-04-09;126300
2024-04-10;112370
2024-04-11;115860
2024-04-12;123710
2024-04-13;125010
2024-04-14;124690
2024-04-15;123940
2024-04-16;121990
2024-04-17;121610
2024-04-18;119990
2024-04-19;119920
2024-04-20;120730
2024-04-21;118870
2024-04-22;118560
2024-04-23;118380
2024-04-24;118560
2024-04-25;118340
2024-04-26;118580
2024-04-27;118160
2024-04-28;118380
2024-04-29;118400
2024-04-30;118250
2024-05-01;118170
2024-05-02;118290
2024-05-03;118060
2024-05-04;117610
2024-05-05;118400
2024-05-06;117670
2024-05-07;117430
2024-05-08;118030
2024-05-09;117790
2024-05-10;117520
2024-05-11;117970
2024-05-12;118050
2024-05-13;117480
2024-05-14;117650
2024-05-15;118290
2024-05-16;117660
2024-05-17;117930
2024-05-18;118340
2024-05-19;118320
2024-05-20;118160
2024-05-21;118480
2024-05-22;118000
2024-05-23;118040
2024-05-24;118270
2024-05-25;118290
2024-05-26;118490
2024-05-27;118070
2024-05-28;118420
2024-05-29;118260
2024-05-30;118090
2024-05-31;117960
2024-06-01;117990
2024-06-02;117960
2024-06-03;117800
2024-06-04;117600
2024-06-05;118130
2024-06-06;117790
2024-06-07;117970
2024-06-08;118630
2024-06-09;117900
2024-06-10;118440
2024-06-11;117610
2024-06-12;118180
2024-06-13;118320
2024-06-14;118780
2024-06-15;119200
2024-06-16;118400
2024-06-17;118490
2024-06-18;115590
2024-06-19;118160
2024-06-20;118540
2024-06-21;118290
2024-06-22;118470
2024-06-23;118310
2024-06-24;118020
2024-06-25;118250
2024-06-26;117850
2024-06-27;117210
2024-06-28;118600
2024-06-29;117800
2024-06-30;117660
2024-07-01;117560
2024-07-02;117650
2024-07-03;117450
2024-07-04;118230
2024-07-05;118180
2024-07-06;117630
2024-07-07;117450
2024-07-08;117310
2024-07-09;117490
2024-07-10;117420
2024-07-11;118040
2024-07-12;118100
2024-07-13;118650
2024-07-14;117890
2024-07-15;117310
2024-07-16;117270
2024-07-17;116880
2024-07-18;117810
2024-07-19;117900
2024-07-20;117570
2024-07-21;117560
2024-07-22;117170
2024-07-23;117510
2024-07-24;117320
2024-07-25;117320
2024-07-26;117240
2024-07-27;117070
2024-07-28;117940
2024-07-29;117730
2024-07-30;117870
2024-07-31;117080
2024-08-01;117530
2024-08-02;117960
2024-08-03;118370
2024-08-04;117580
2024-08-05;117830
2024-08-06;117610
2024-08-07;117440
2024-08-08;117580
2024-08-09;117020
2024-08-10;117670
2024-08-11;116750
2024-08-12;117550
2024-08-13;117460
2024-08-14;118000
2024-08-15;117060
2024-08-16;117430
2024-08-17;117370
2024-08-18;117390
2024-08-19;117840
2024-08-20;117160
2024-08-21;117720
2024-08-22;118170
2024-08-23;117150
2024-08-24;118330
2024-08-25;118140
2024-08-26;117700
2024-08-27;117060
2024-08-28;117880
2024-08-29;117430
2024-08-30;117460
2024-08-31;117630
2024-09-01;117460
2024-09-02;116900
2024-09-03;117070
2024-09-04;117550
2024-09-05;117660
2024-09-06;117140
2024-09-07;117530
2024-09-08;117770
2024-09-09;117180
2024-09-10;117390
2024-09-11;117830
2024-09-12;117340
2024-09-13;117200
2024-09-14;118440
2024-09-15;117270
2024-09-16;118090
2024-09-17;117990
2024-09-18;117930
2024-09-19;117890
2024-09-20;117660
2024-09-21;118120
2024-09-22;117780
2024-09-23;118010
2024-09-24;117620
2024-09-25;118130
2024-09-26;117610
2024-09-27;118130
2024-09-28;118690
2024-09-29;117950
2024-09-30;118310
2024-10-01;117880
2024-10-02;118110
2024-10-03;118440
2024-10-04;118200
2024-10-05;117890
2024-10-06;118410
2024-10-07;118160
2024-10-08;117950
2024-10-09;117570
2024-10-10;117920
2024-10-11;118090
2024-10-12;118630
2024-10-13;118000
2024-10-14;118220
2024-10-15;118370
2024-10-16;117600
2024-10-17;118090
2024-10-18;118590
2024-10-19;119110
2024-10-20;117930
2024-10-21;117660
2024-10-22;118500
2024-10-23;117960
2024-10-24;117830
2024-10-25;118100
2024-10-26;118300
2024-10-27;117900
2024-10-28;117840
2024-10-29;118270
2024-10-30;117560
2024-10-31;118320
2024-11-01;117910
2024-11-02;118690
2024-11-03;118660
2024-11-04;118230
2024-11-05;117970
2024-11-06;117980
2024-11-07;118290
2024-11-08;118410
2024-11-09;118570
2024-11-10;119210
2024-11-11;118300
2024-11-12;118660
2024-11-13;118500
2024-11-14;118800
2024-11-15;118360
2024-11-16;118520
2024-11-17;118320
2024-11-18;118110
2024-11-19;118340
2024-11-20;118950
2024-11-21;118570
2024-11-22;118960
2024-11-23;118370
2024-11-24;118870
2024-11-25;118600
2024-11-26;117980
2024-11-27;118990
2024-11-28;118310
2024-11-29;119120
2024-11-30;118480
